NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
60	74.254	46.825	18.177	39.466	0.245	0.884	20000.0
61	74.212	46.604	18.09	39.326	0.239	0.887	20000.0
62	78.427	48.749	19.224	41.146	0.256	0.872	40000.0
63	75.92	47.491	18.694	39.868	0.243	0.889	30000.0
64	76.08	48.417	19.007	41.036	0.251	0.876	20000.0
65	78.093	49.366	18.99	41.155	0.264	0.877	40000.0
66	77.102	48.921	18.22	39.862	0.263	0.882	20000.0
67	77.273	48.583	19.272	41.182	0.258	0.873	20000.0
68	78.778	49.708	19.562	41.842	0.26	0.875	40000.0
69	76.21	47.975	18.694	39.925	0.243	0.883	30000.0
70	76.582	48.326	18.92	41.207	0.253	0.877	40000.0
71	76.034	47.882	18.141	39.66	0.248	0.884	20000.0
72	79.174	49.718	19.465	41.593	0.255	0.875	20000.0
73	78.664	48.84	19.382	41.308	0.254	0.877	50000.0
74	76.534	48.375	18.826	40.766	0.25	0.88	20000.0
75	74.059	45.866	17.646	38.112	0.232	0.891	20000.0
76	74.686	47.104	18.131	39.3	0.245	0.887	20000.0
77	78.99	49.907	19.022	41.442	0.266	0.871	40000.0
78	75.537	47.485	18.521	39.837	0.239	0.886	40000.0
79	80.362	49.535	19.16	40.74	0.256	0.878	30000.0
80	77.276	48.721	18.757	40.52	0.244	0.878	20000.0
81	77.304	48.306	19.016	40.456	0.252	0.88	20000.0
82	74.884	47.343	18.273	40.101	0.256	0.882	20000.0
83	79.18	49.76	19.69	42.081	0.261	0.871	20000.0
84	76.542	48.081	18.615	40.029	0.249	0.888	20000.0
85	80.452	49.582	20.222	43.125	0.258	0.857	30000.0
86	77.439	48.452	18.514	40.457	0.254	0.877	20000.0
87	78.442	49.531	18.785	40.803	0.254	0.878	20000.0
88	80.356	49.115	19.535	40.57	0.262	0.879	30000.0
89	76.629	48.005	18.927	40.301	0.244	0.883	20000.0
90	79.403	50.105	19.454	41.165	0.266	0.882	30000.0
91	80.503	50.615	19.621	42.255	0.261	0.871	20000.0
92	79.243	49.252	19.62	41.709	0.253	0.871	40000.0
93	78.119	49.09	18.868	40.608	0.267	0.877	20000.0
94	74.897	47.838	18.335	40.289	0.244	0.882	20000.0
95	78.073	48.093	19.282	41.019	0.253	0.876	50000.0
96	76.859	48.371	18.896	40.903	0.251	0.876	20000.0
97	75.326	47.641	18.496	40.365	0.252	0.879	40000.0
98	78.064	48.078	19.005	41.128	0.249	0.874	30000.0
99	79.111	49.534	19.106	41.257	0.259	0.875	30000.0
100	74.716	47.102	18.342	39.602	0.242	0.889	50000.0
