NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
45	63.368	31.22	16.002	27.937	0.115	0.941	30000.0
46	68.885	33.762	18.521	31.544	0.125	0.928	20000.0
47	64.391	31.792	16.437	28.329	0.12	0.94	30000.0
48	69.086	33.71	17.392	30.124	0.131	0.93	50000.0
49	72.123	35.268	18.598	31.947	0.135	0.928	40000.0
50	66.879	33.087	17.268	29.436	0.123	0.935	30000.0
51	68.289	33.221	17.266	30.113	0.125	0.935	30000.0
52	71.236	35.027	18.227	31.749	0.133	0.928	30000.0
53	65.211	32.26	16.598	29.149	0.126	0.937	30000.0
54	66.1	32.184	17.049	29.435	0.119	0.938	50000.0
55	67.796	33.581	16.698	29.595	0.131	0.931	40000.0
56	66.764	33.256	17.176	30.429	0.122	0.929	20000.0
57	63.906	31.61	15.965	27.758	0.124	0.942	20000.0
58	72.665	35.556	18.86	32.299	0.136	0.925	30000.0
59	67.964	33.398	17.511	30.209	0.123	0.932	20000.0
60	71.157	35.087	17.97	31.141	0.135	0.928	20000.0
61	63.272	31.364	16.543	29.068	0.115	0.933	40000.0
62	66.821	32.792	16.094	28.608	0.121	0.936	40000.0
63	68.137	33.35	17.465	30.586	0.123	0.929	50000.0
64	69.794	34.23	18.05	31.128	0.122	0.926	40000.0
65	66.291	32.128	16.725	28.505	0.115	0.944	50000.0
66	66.095	32.619	16.751	29.179	0.128	0.935	20000.0
67	69.376	34.414	17.163	30.222	0.134	0.93	30000.0
68	67.219	33.39	17.206	30.166	0.124	0.932	20000.0
69	66.772	33.01	16.448	28.498	0.12	0.939	30000.0
70	70.727	34.357	18.802	32.106	0.13	0.923	20000.0
71	65.453	32.269	16.504	29.052	0.121	0.938	20000.0
72	66.498	32.719	17.115	29.566	0.12	0.936	30000.0
73	65.551	32.584	16.154	28.391	0.124	0.936	40000.0
74	65.508	32.401	16.858	29.633	0.115	0.933	30000.0
75	68.695	33.9	17.709	31.024	0.128	0.928	30000.0
76	66.173	32.296	16.578	28.674	0.115	0.939	30000.0
77	65.526	32.353	15.979	28.405	0.12	0.939	30000.0
78	65.037	32.097	16.505	28.94	0.122	0.935	30000.0
79	69.112	33.816	17.468	30.263	0.128	0.931	20000.0
80	63.809	31.58	16.141	28.556	0.115	0.938	50000.0
81	65.805	32.771	16.868	29.828	0.121	0.932	40000.0
82	63.584	31.449	16.514	29.04	0.117	0.936	20000.0
83	66.417	32.614	16.269	28.138	0.12	0.942	20000.0
84	63.121	31.416	15.831	28.145	0.118	0.939	50000.0
85	65.401	32.316	16.984	29.472	0.118	0.937	20000.0
86	65.84	32.988	16.257	29.213	0.128	0.935	40000.0
87	69.538	34.474	17.432	31.256	0.129	0.926	40000.0
88	63.489	31.322	15.898	28.172	0.119	0.941	50000.0
89	68.328	33.294	17.238	30.498	0.129	0.93	20000.0
90	67.348	32.712	17.139	29.114	0.122	0.938	30000.0
91	68.858	33.827	17.142	29.922	0.122	0.933	30000.0
92	66.579	32.997	17.336	30.172	0.117	0.931	30000.0
93	64.402	31.529	16.112	28.29	0.113	0.937	20000.0
94	65.836	32.114	16.712	29.599	0.115	0.934	20000.0
95	65.667	32.459	16.404	29.04	0.119	0.934	30000.0
96	62.379	30.603	15.593	27.494	0.114	0.943	20000.0
97	66.979	32.941	17.458	29.803	0.121	0.935	20000.0
98	64.833	32.053	16.3	28.715	0.119	0.937	30000.0
99	66.419	32.691	16.159	28.906	0.129	0.935	30000.0
100	69.221	33.902	17.52	29.797	0.128	0.937	30000.0
