MutationType	SBSCNVA	SBSCNVB	SBSCNVC	SBSCNVD	SBSCNVE	SBSCNVF	SBSCNVG	SBSCNVH	SBSCNVI	SBSCNVJ
9+:LOH:>40Mb	4.5626468207160544e-07	4.941167958349979e-07	3.504959871492019e-07	3.837088658187326e-07	7.854238469917618e-07	3.508946851660255e-07	5.712381012301649e-07	4.250766792785604e-07	3.3323187446754334e-07	6.386580670181274e-07
2:het:0-100kb	0.014713671535967024	0.00452607208218069	0.022669219044037164	0.01824823678353539	0.01752919808199863	0.01074786551997704	0.014263833695962944	0.03835941385161846	0.002876432144855201	0.021052353464524175
2:het:100kb-1Mb	0.005324228543760796	0.0034579861615513605	0.07326235240558163	0.01774413830762569	0.013606967735361195	0.011594784620283462	0.018964809212767476	0.011866283561103046	0.0032133862583853022	0.0403626563209167
2:het:1Mb-10Mb	0.0007051795632460766	0.004424216400730643	0.23098552078008652	0.012815266956307312	0.0022160478949133024	0.008854675681726576	0.0018412397948901571	0.004323743181566897	6.595303858603074e-08	0.06413298892326054
2:het:10Mb-40Mb	0.003640100517651774	0.0003987366317987373	0.09853653921745717	0.0067132780712668705	0.0016019976299118887	0.0001754624739112387	0.0010777943112740473	0.003278067742098294	1.0951379231016745e-07	0.07186671411808447
2:het:>40Mb	0.0022973373657737286	1.7521799641464498e-05	0.03649989200028358	0.0021714216172522426	0.0006660161272058929	0.002182292081563588	0.003826269723743323	0.0017363291813513372	1.867134578681373e-07	0.057610402951166824
3-4:het:0-100kb	0.025908616341184826	0.028976209822576492	0.015899419388442766	0.02241513884277083	0.0651881921547465	0.03114277431508526	0.017898865088645834	0.03763197902124375	0.02670212109107524	0.04788451438245829
3-4:het:100kb-1Mb	0.07036697061092127	0.08569212223927025	0.03633990954607725	0.049935541273063745	0.07783988719107583	0.059028272829018534	0.07843167829792946	0.05513996919617058	0.01963321654853692	0.06923293136991561
3-4:het:1Mb-10Mb	0.2196853330731392	0.12378659558482603	0.08536494819447399	0.22274143213871866	0.07287780796460538	0.06029749832581729	0.11548582781106234	0.19393812453374268	0.05679661369882524	0.05472401668783277
3-4:het:10Mb-40Mb	0.14343906370865284	0.08606685704953634	0.008543252645904432	0.07407215632963926	0.17502296425402164	0.03699344839682567	0.08386607215972618	0.18187582395970822	0.02248418630566448	0.03686956010248224
3-4:het:>40Mb	0.058768703073046706	0.12082463926410128	9.60812371886277e-09	0.05251705776540803	0.1617655341133286	0.06979040570338839	0.08999816283434597	0.05421543038871959	0.00990142630180344	0.05967036025598988
5-8:het:0-100kb	0.033316713999956844	0.044421052685938774	0.011729717418106703	0.028605013639316893	0.029229877610923723	0.034358278925064954	0.03540563656191807	0.01943256753846072	0.026047588870860637	0.029192968271672726
5-8:het:100kb-1Mb	0.05945556491147727	0.037594693143619226	0.020206491325661772	0.03633621675777249	0.029987395686409856	0.051610844586975874	0.053198392831836826	0.022371810166516612	0.0380378265818581	0.05329059661831707
5-8:het:1Mb-10Mb	0.10327450115159081	0.03303952005321662	0.030470623485744	0.035511966533376835	0.012423523268648751	0.022004603789040404	0.1556170511431992	0.02146414903458208	0.20358000442385674	0.05623752898580278
5-8:het:10Mb-40Mb	0.08507054537534714	0.0028338212409352082	0.0037400996232008765	0.007497515190726745	0.020012183060954477	0.0056690110747109656	0.02812163401499504	0.01367516639486496	0.11266498900949955	0.04276735312867231
5-8:het:>40Mb	0.004766305885701456	0.0031422658972073236	1.6699376175211e-08	0.0027823095658033024	0.03328673474923789	0.02208066533003148	0.016774144428277963	0.003285720079035741	0.01473428449604114	0.01095977770416372
9+:het:0-100kb	0.0049014611082048454	0.05867175165563822	0.005196421916760983	0.009429559648773988	0.02728596257016761	0.031190910391251235	0.012586152905132621	0.013074914359872309	0.005936953408276082	0.019022013556840422
9+:het:100kb-1Mb	0.025525514807592343	0.021930583388748346	0.01070324743460219	0.03316621442978544	0.013246231519933076	0.22930603742599487	0.011105024434325799	0.014085977772870257	0.048031799346208576	0.027077562725849873
9+:het:1Mb-10Mb	0.01923856875092383	0.0028379915399136734	0.0020991997352912506	0.011792483126869228	0.011908692199637017	0.1084103505499661	0.006409401920290847	0.026930318064923995	0.09224016644060612	0.01792203062977535
9+:het:10Mb-40Mb	0.00015937357132671083	3.272172423862685e-07	0.0008760767341252773	1.6114329689287388e-07	2.9087598289123664e-07	1.1173386791796247e-07	5.64292840914149e-05	1.44070729994894e-07	0.009792869784518814	0.0026345202201486016
9+:het:>40Mb	3.608952334843707e-07	4.3483264704491377e-07	2.9449386929059074e-07	3.6022176868044654e-07	6.053499139824225e-07	2.906590126450226e-07	8.466070064287123e-05	3.8421488803015715e-07	0.002387166200796873	0.00010403215682160294
