NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
44	54.833	26.771	13.914	24.503	0.09	0.956	60000.0
45	54.222	26.716	13.329	23.43	0.088	0.958	40000.0
46	53.234	26.351	13.477	23.914	0.079	0.956	30000.0
47	53.024	26.145	13.471	23.086	0.088	0.96	50000.0
48	47.937	23.783	11.966	20.846	0.077	0.967	40000.0
49	52.263	25.997	13.769	23.938	0.081	0.955	30000.0
50	53.5	26.385	13.753	24.169	0.085	0.955	20000.0
51	51.521	25.253	13.178	23.145	0.079	0.96	30000.0
52	53.096	25.886	13.323	23.289	0.081	0.96	20000.0
53	51.332	25.26	12.603	22.538	0.078	0.96	30000.0
54	52.819	25.773	13.508	23.519	0.079	0.959	30000.0
55	51.561	25.484	13.332	23.583	0.08	0.958	50000.0
56	55.782	27.667	14.167	25.043	0.088	0.954	30000.0
57	54.693	26.798	14.576	25.364	0.085	0.95	30000.0
58	54.07	26.082	13.843	23.728	0.08	0.959	60000.0
59	51.692	25.528	12.943	23.089	0.084	0.958	20000.0
60	52.189	25.452	13.285	22.739	0.082	0.961	40000.0
61	56.024	27.434	14.888	25.994	0.088	0.949	40000.0
62	54.739	26.928	13.776	23.925	0.088	0.957	20000.0
63	50.669	25.128	12.615	22.339	0.084	0.961	30000.0
64	54.688	26.371	14.046	23.932	0.086	0.959	30000.0
65	53.512	26.147	13.206	23.023	0.081	0.96	50000.0
66	49.536	24.284	12.303	21.975	0.079	0.963	60000.0
67	55.436	27.189	13.502	23.298	0.098	0.956	40000.0
68	52.909	25.678	13.768	23.608	0.078	0.96	50000.0
69	51.263	25.24	13.127	22.69	0.084	0.962	30000.0
70	52.777	25.972	13.274	23.464	0.08	0.958	60000.0
71	51.147	24.866	12.648	21.798	0.082	0.966	30000.0
72	54.257	27.146	13.793	24.231	0.093	0.956	40000.0
73	53.889	26.491	13.102	22.895	0.088	0.959	40000.0
74	53.75	26.794	13.346	23.689	0.09	0.956	20000.0
75	52.672	26.078	12.953	23.066	0.082	0.96	20000.0
76	53.222	25.753	13.265	23.207	0.081	0.959	20000.0
77	53.944	26.253	13.669	23.75	0.087	0.955	40000.0
78	49.582	24.642	12.296	21.974	0.076	0.963	20000.0
79	52.572	25.822	13.342	22.929	0.084	0.96	30000.0
80	52.5	25.831	12.976	22.804	0.085	0.958	30000.0
81	51.536	25.325	12.877	22.641	0.084	0.962	40000.0
82	54.997	27.108	13.552	24.191	0.091	0.955	40000.0
83	54.281	27.026	14.411	25.379	0.09	0.949	30000.0
84	50.27	25.115	12.675	22.78	0.08	0.96	20000.0
85	54.803	27.036	13.847	24.023	0.091	0.958	40000.0
86	52.468	25.628	13.315	22.849	0.089	0.957	30000.0
87	52.258	25.266	13.594	23.598	0.08	0.958	30000.0
88	56.518	27.703	14.859	25.522	0.086	0.953	40000.0
89	52.102	25.991	12.874	23.35	0.084	0.959	30000.0
90	50.089	24.567	12.402	21.829	0.076	0.963	40000.0
91	52.169	25.317	12.493	22.384	0.081	0.962	20000.0
92	51.469	25.168	12.958	22.172	0.084	0.964	50000.0
93	53.487	26.174	13.547	23.432	0.086	0.958	20000.0
94	52.157	25.543	12.973	22.499	0.083	0.964	50000.0
95	54.435	26.804	13.737	24.172	0.091	0.958	30000.0
96	54.068	26.715	13.388	23.849	0.085	0.955	20000.0
97	51.103	25.313	13.023	23.066	0.079	0.959	50000.0
98	55.652	27.459	13.844	24.285	0.092	0.956	20000.0
99	54.707	26.791	13.799	24.382	0.086	0.956	20000.0
100	53.531	26.529	14.161	24.738	0.082	0.954	40000.0
