NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
87	63.43	31.587	15.767	28.555	0.119	0.936	20000.0
88	58.44	28.82	14.769	26.169	0.109	0.948	30000.0
89	62.095	30.624	15.762	28.085	0.107	0.941	20000.0
90	58.887	29.286	15.144	26.657	0.099	0.945	30000.0
91	63.121	31.028	16.041	28.139	0.109	0.941	30000.0
92	61.688	30.546	16.416	28.332	0.105	0.94	20000.0
93	59.167	28.928	14.55	25.6	0.104	0.949	40000.0
94	61.568	30.064	15.284	27.11	0.103	0.943	50000.0
95	61.446	30.302	15.573	27.411	0.106	0.941	30000.0
96	58.974	28.998	15.009	26.577	0.099	0.947	20000.0
97	61.241	29.976	15.259	26.175	0.106	0.948	20000.0
98	59.538	29.413	14.967	26.269	0.108	0.946	30000.0
99	62.691	30.909	15.442	27.469	0.11	0.944	20000.0
100	63.827	31.386	15.87	27.04	0.112	0.949	20000.0
